Title,Total Cook Time,Prep Time,Cook Time,Recipe Servings,Difficulty,Ingredients,Image Link
Kesar Pista Phirni Recipe,1 hr 10 mins,10 mins,1 hr,4.0,Easy,"1 1/4 Litre Milk, full cream, Rice, soaked, 1 Gram Saffron (broiled), 30 Gram PIstachios, 1/2 Cup Sugar, 1/2 tsp Green cardamom powder, 1/2 Tbsp Rose water, For garnishing:, 15 Gram Pistachio (slivered), 1/2 Gram Saffron (broiled), 2 tsp Rose petals (dried)",https://i.ndtvimg.com/i/2018-01/phirni_620x330_61515742622.jpg
Spicy Chicken Curry Recipe,40 mins,15 mins,25 mins,2.0,Medium,"2 Tbsp oil, 1 tsp ghee, 1 cup onion paste, 1 tbsp garlic paste, 1 tbsp ginger paste, 1/2 tsp turmeric powder, 1 tsp salt, 1 cup tomato puree, 2 tsp coriander powder, 1/2 tsp red chilli powder, 2 tsp cumin powder, 1 tsp garam Masala, 6  Chicken leg pieces, 1 cup coriander leaves, 1/2 cup water",https://i.ndtvimg.com/i/2017-12/chicken-curry_620x350_51512993556.jpg
Khus Khus Ka Halwa Recipe,40 mins,10 mins,30 mins,2.0,Easy,"1 Cup khuskhus, 1 tsp ghee, 1/2 cup makhane, 1/2 cup ghee, 1 cup sugar, 1/2 tsp cardamom powder, 1 cup milk, 7-8 nos almonds, chopped, 7-8 nos pistachios, chopped, 7-8 nos makhane",https://i.ndtvimg.com/i/2017-12/halwa-recipes_620x330_71512372191.jpg
Mutton Beliram Recipe,40 mins,15 mins,25 mins,2.0,Medium,"500 Gram Mutton, 4 tbsp Desi Ghee, 2 tbsp Coriander Seeds, 2 1/2 cup Curd, 2 nos Onion, sliced, 2 tsp Ginger, chopped, 2 tsp Garlic, chopped, 2 tsp Red Chilli Powder, 3-4 nos Cloves, 4-5 nos Green Cardamom, 4 nos Black Peppercorn, 1 sticks Cinnamon, to taste Salt, To garnish  Fresh Coriander",https://i.ndtvimg.com/i/2017-10/mutton-recipes_620x330_61508135398.jpg
Khas Khas Ka Halwa Recipe,40 mins,15 mins,25 mins,1.0,Medium,"For Khas Khas Halwa, 100 gram Poppy Seeds, 100 gram Sugar, 250 gram Milk, 70 gram Desi Ghee, 4  Green Cardamom, To Caramalize Almonds:, 100 gram Almonds, 35 ml Water, 40 gram Sugar, To Caramalize Pistachios:, 100 gram Pistachios, 35 ml Water, 40 gram Sugar",https://i.ndtvimg.com/i/2017-10/halwa-recipes_620x330_71508136622.jpg
Kachori Upside Down Recipe,40 mins,20 mins,20 mins,,,"For Kachori:, 2 cups All Purpose Flour, 1/2 tsp Salt, 1/4 cup Ghee, As required  Water, For Stuffing:, 1 cup Chickpeas, 1  Onion, 1  Tomato, 1 tsp Ginger, chopped, 4-5  Green Chillies, julienne, 2 tsp Cumin Powder, 2 tsp Coriander Powder, 2 tsp Fennel Powder, 2 tsp Mango Powder(dry), 1 tsp Red Chilli Powder, 3 tsp Garam Masala, 3-4 tbsp Oil, to taste Ginger, julienne, Few  Coriander Leaves, Sweet Curd, Dishkiyaaon Guacamole, Dishkiyaoon Salsa",https://i.ndtvimg.com/i/2017-10/diwali-snacks_650x330_71508135737.jpg
Aanarsa Recipe,55 mins,40 mins,15 mins,14.0,Medium,"2 Cups Rice, 2 cups Jaggey, grated, 2 tsp Ghee + For Deep Frying, 2 tbsp Milk, 2 tbsp Poppy Seeds",https://i.ndtvimg.com/i/2017-10/maharashtrian-dessert-recipe_650x400_81507807108.jpg
Assorted Rice Kheer Sushi Recipe,1 hr 35 mins,20 mins,1 hr 15 mins,8.0,Medium,"1 Cup Basmati Rice, soaked, 2 litre Milk, 1.5 cup Sugar, 2 tbsp Pistachio, 4 tbsp Almonds, chopped, 1 tsp Green Cardamoms(powdered), 1/2 tsp Saffron, 2 tbsp Rose Water, 2 tbsp Rose Petals (dried), 300 gram Dark Chocolate",https://i.ndtvimg.com/i/2017-10/sushi-desserts_620x330_71508135968.jpg
Saffron Cardamom Panacotta Recipe,2 hrs 35 mins,15 mins,2 hrs 20 mins,5.0,Medium,"450 Ml Fresh Cream, 450 ml Milk, 50 gram Sugar, 12 gram Gelatin Sheets, 6  sticks Saffron, 5 sticks Cardamom",https://i.ndtvimg.com/i/2017-10/panna-cotta-desserts_620x330_51508136344.jpg
Jalebi With Fennel Yogurt Pudding Recipe,45 mins,15 mins,30 mins,2.0,Medium,"For Jumbo Jalebi:, 1 cup All purpose Flour, 1/2 cup Yogurt, To deep fry  Oil, For Green Cardamom Syrup:, 2 cups Sugar, 2 cups Water, A pinch of Saffron, 6  Green Cardamom, For Yogurt Pudding:, 1-2 cups Yogurt (strained), 2 tbsp Milk (warm), 1/2 cup Sugar, A pinch of Nutmeg, A pinch of Cardamom Powder",https://i.ndtvimg.com/i/2017-10/jalebi-recipes_620x350_81508137633.jpg
Sabudana Papad With Hyderabadi Double Meetha Recipe,50 mins,15 mins,35 mins,2.0,Medium,"15  Bread Sices, 4 cups Milk (Boiled and cooled), 2 cups Water, 1/2 tbsp Cardamom Powder, 20 gram Cashew Nuts, finely chopped, 20 gram Raisins, As required  Saffron strands, soaked, For frying  Ghee + Oil, Sabudana Papad, 50 ml Jaggery Syrup, 1/2 cup Sugar",https://i.ndtvimg.com/i/2017-10/hyderabadi-desserts_620x330_71508136753.jpg
Zaffrani Rabri Crme Anglasise With Lauki Ke Lacche Recipe,40 mins,15 mins,25 mins,2.0,Medium,"For the Crème Anglaise:, 150 ml Milk, 50 ml Rabri, 1  Vanilla Pod(split, seeds scraped), 4  Egg Yolks (free-range), 40 gram Castor Sugar, 0.5 gram Saffron, For Lauki ka Lacche:, 200 gram Bottle Gourd (noodle length), grated, 100 gram Sugar, 10 ml Rose Water, 20 gram Nuts, chopped, 75 ml Water",https://i.ndtvimg.com/i/2017-10/lauki-rabri-recipe_620x350_41508138383.jpg
Jaggery Jamun Recipe,45 mins,20 mins,25 mins,2.0,Medium,"500 Gram Khoya, 175 gram Maida, 1/2 tsp Cooking Soda, 5 gram Cardamom Powder, 2 1/2 kg Jaggery, 1 1/2 litre Water",https://i.ndtvimg.com/i/2017-10/jaggery-jamun-recipe_620x330_61508137754.jpg
Haleem Recipe,2 hrs 35 mins,1 hr 10 mins,1 hr 25 mins,4.0,Difficult,"1/2 tsp lamb (boneless), 150 gms moong dal (washed), 50 gms dal chana, 100 gms wheat (broken), 500 ml desi ghee, 10  Cloves, 4  Bay leaves, 1 gms saffron, 30 gms green chilly paste, 10 gms turmeric powder, 6 gms mace, 10 gms green cardamom, 50 gms garlic paste, 50 gms ginger, grated, 150 gms onion, fried, 3-4 litre lamb stock, to taste salt",https://www.ndtv.com/cooks/images/Haleem%282%29.jpg
Matka Malai Kulfi Recipe,1 hr 10 mins,10 mins,1 hr,6.0,Medium,"2 Cups Milk, 1 cup Cream, 1 cup Condensed milk, 1/2 tsp Cardamom seeds (crushed), 1/4 cup Dry fruit mix, 10-15 strands  Saffron (soaked in 1 Tbsp of warm milk for 15 minutes)",https://c.ndtvimg.com/51nm9omg_matka-malai-kulfi_625x300_27_August_18.jpg
Nalli Nihari Recipe,1 hr 15 mins,15 mins,1 hr,4.0,Medium,"1 cup baby lamb with bones, 1 tsp mace, 1 bay leaf, 2 pods green cardamom, 1 tsp cloves, 1 pod black cardamom, 2 tsp fresh garlic, 1 tsp fresh ginger, 1 tsp garam masala, 1 Tbsp coriander powder, 1 tsp yellow chilli powder, 1 tsp turmeric powder, 1 tsp cumin powder, 1 Tbsp fried onions, 1/2 cup curd, Salt to taste, 1 Tbsp ghee, 1 cup lamb stock, 1 tsp gram Flour (besan), Kewda water, 1 tsp screw pine essence",https://i.ndtvimg.com/i/2017-06/nihari_650x400_81498470650.jpg
Spicy Creamy Kadai Chicken Recipe,50 mins,05 mins,45 mins,4.0,Medium,"For the marinade:, 1 kg chicken, 1 tbsp ginger-garlic paste, 1/2 tsp pepper powder, 1 tbsp lime juice, 1 tbsp oil, to taste salt, For the paste:, 2 medium tomatoes, 2  Green chillies, 1 tbsp ginger-garlic paste, 1 tsp chilli powder, 3  Black cardamoms, 3  Cloves, 1 cup water, For sauteing:, 2 large onion, sliced, 1/2 tsp ginger, finely chopped, 3  Green chillies, 2 tsp chilli powder, 1 tsp turmeric powder, 3/4 tsp garam masala, 1/2 tsp kasturi methi, 1 cup cream",https://c.ndtvimg.com/2021-07/3q2kd9h_chicken-curry_625x300_08_July_21.jpg
Khade Masale Ki Chaap Recipe,55 mins 10 seconds,10 mins 10 seconds,45 mins,2.0,Easy,"6 mutton chops - approximately 500 gm, For the marinade:, 3/4 tsp salt, 1 medium onion, 6 garlic cloves, 2.5 cm ginger piece, 2 tsp coriander powder, 1/2 tsp red chilli powder, 1 tsp garam masala, 1/2 cup yogurt, For cooking:, 4 Tbsp oil, 8 cloves, 10-12 black peppercorns, 2.5 cm cinnamon piece, 1 piece mace, Pinch of saffron diluted in water",https://www.ndtv.com/cooks/images/khare-masale-ki-chap-niru_med.jpg
Thandai Custard Recipe,30 mins,15 mins,15 mins,2.0,Easy,"For the base:, 2 cups Parle-G, 5 tbsp melted butter, For custard mix:, 4 tbsp custard powder, 3 cups milk, 4 tbsp sugar, 3 tbsp thandai powder, 1 tbsp gulkand, 3 tbsp chopped dates",https://c.ndtvimg.com/2024-03/lcd0svoo_custard_625x300_18_March_24.jpg
Thandai Cupcakes Recipe,30 mins,15 mins,15 mins,4.0,Easy,"2/3 cup condensed milk, 1/4 cup castor sugar, 1/3 cup unsalted butter, melted, 1/3 cup milk, 1.5 tbsp thandai powder, 1 cup all-purpose flour, 1/2 tsp baking powder, 1/2 tsp baking soda, For frosting:, 1/2 cup heavy whipping cream, 1 tbsp thandai powder",https://c.ndtvimg.com/2024-03/dudu6gbo_cupcake_625x300_18_March_24.jpg
Matcha Gujiya Recipe,25 mins,15 mins,10 mins,4.0,Easy,"1 cup all-purpose flour, 1 tbsp matcha powder, 1/2 cup jaggery powder, 1/2 cup grated khoya, Chopped almonds and pistachios, 3 tbsp clarified butter, Oil, for frying",https://c.ndtvimg.com/2024-03/cbjmk8lg_gujiya_625x300_18_March_24.jpg
Bhang Gujiya Recipe,21 mins,20 mins,01 mins,8.0,Easy,"For Gujiya:, 4 cups All Purpose Flour, 1½ cup Ghee, ¼  cup Water, For Filling:, 1 cup Sugar, 200 gram Khoya, 1 tbsp Bhang Seed Powder, 1 tbsp Almonds , chopped, 1/4 cup Semolina, 1/4 tsp Green Cardamom",https://c.ndtvimg.com/2023-03/6e90dnh8_paneer-gujiya-generic_625x300_06_March_23.jpg
Dahi Bhalla Recipe,30 mins,15 mins,15 mins,4.0,Medium,"2/3 Cup Urad Dal, 1/3 cup Moong Dal, 8  Raisins, 2  Green Chillies, chopped, 1 piece  Ginger , chopped, 1/4 tsp Asafoetida, Oil for Frying, 300 gram Yoghurt, Powdered Sugar - 1 tbsp, 1/2 tsp Roasted Cumin Seeds, 1/4 tsp Black Salt, 1/4 tsp Pepper Powder, 1 tbsp Sweet Chutney, 1 tbsp Green Chutney",https://c.ndtvimg.com/2023-03/gjs8363g_dahi-bhalla_625x300_07_March_23.jpg
CBD Thandai Recipe,30 mins,15 mins,15 mins,4.0,Easy,"1500 mg  Natural CBD tincture, 4 and 1/2 cup Full-fat milk, 1/2 cup Sugar, 1/2 cup Almonds, 1/2 cup Cashew Nuts, 1/2 cup Pistachios, 2 tbsp Melon Seeds, 10  Black peppercorns, 1 and 1/2 tbsp Fennel seeds, 1 small Cinnamon, 1 and 1/2 tbsp Poppy Seeds, 8  Green Cardamom, 2 tbsp Rose Petals, 1/2 tsp Saffron (kesar) strands, 1 tbsp Warm milk, For Garnishing, 4 tsp Chopped Pistachios, A few saffron (kesar) strands",https://c.ndtvimg.com/2022-03/ta1j61do_thandai_625x300_22_March_22.jpg
Gur Mewa Gujiya Recipe,40 mins,25 mins,15 mins,4.0,Easy,"1 Cup Refined flour, 1 tbsp Ghee, 1/4 cup Milk, 1/2 cup Jaggery (crushed), 7-8  Cashew Nuts, 7-8  Almonds, 7-8  Green Cardamoms, 1 tsp Chironji, 1 tsp Raisins, 1/2 cup Grated Coconut, Ghee",https://c.ndtvimg.com/2022-03/tvkhg4i_gujiya_625x300_17_March_22.jpg
Jaggery Malpuas Recipe,35 mins,15 mins,20 mins,2.0,Easy,"1/2  Grated Jaggery, 1 cup Whole Wheat Flour, 1/2 tsp Fennel Seeds, 1/2 tsp Cardamom Powder, 3/4  Fruit Salt, Ghee for greasing and cooking, 1/2 tsp Cardamom Powder, A few pistachio silvers",https://c.ndtvimg.com/2022-03/02kim0j8_malpua_625x300_17_March_22.jpg
Dakshin Recipe,25 mins,10 mins,15 mins,1.0,Easy,"50 Ml Bell pepper infused ginger ale, 20 ml Citrus (lime or lemon), 20 ml Agave, House rose salt",https://c.ndtvimg.com/2022-03/740d5vt_cocktail_625x300_16_March_22.jpg
Dry Fruit Malai Recipe,35 mins,20 mins,15 mins,2.0,Easy,"2 Bowls  Malai/fresh cream, 1/2 cup Powdered sugar, 2 tbsp Milk, 1 small Apple, finely chopped, 1 small Banana, finely chopped, 1 tsp Cardamom powder, 1 tsp Almond, Slit, 1 tsp Cashew, Slit, 1 tsp Pistachio, Slit",https://c.ndtvimg.com/2022-03/4fmg8vo8_custard_625x300_14_March_22.jpg
Bread Malai Roll Recipe,30 mins,10 mins,20 mins,2.0,Easy,"2 Slices  Milk Bread, 30 gram Cream, 50 gram Sweet kova, 150 gram Sugar, 1 litre Milk",https://c.ndtvimg.com/2022-03/nbt4rp7o_bread-cream-roll_625x300_14_March_22.jpg
Paan Rabri Falooda Recipe,25 mins,10 mins,15 mins,2.0,Easy,"1/2 Cup Rabri, 3  Paan Leaves, 1/2 cup Milk, 1 tbsp Sugar, Few strings  Saffron, 1/4 cup Basil Seeds, 1 tsp Gulkand, A scope  Paan ice cream, Garnishes:-, 1/2 tsp Pistachio slivers, Few pieces  Truti fruity",https://c.ndtvimg.com/2022-03/9vbjtis_rabri_625x300_11_March_22.jpg
Shahi Gulaab & Thandai Bon Bons Recipe,45 mins,25 mins,20 mins,10.0,Medium,"For Ganache, 165 gram Cream, 10 gram Rose water, 15 gram Butter, 20 gram Cocoa butter, 190 gms White chocolate, 30 gram Thandai, For Shells, 500 gms White chocolate, 150 gms Cocoa butter",https://c.ndtvimg.com/2022-03/q2j7njv8_thandai_625x300_07_March_22.jpg
Mixed Berries And White Chocolate Ghujia With Kahlua Thandai Recipe,50 mins,25 mins,25 mins,12.0,Medium,"300 gms Refined Flour, 2 tbsp Ghee, 1/2 cup Water, For Ghujiya Filling:, 150 gram White chocolate, 75 gram Raspberry, 75 gram Blueberry, 75 gram Stewed Belgian strawberry, 75 gram Blackberry, 300 gram Ghee (for Frying), For Sugar Syrup, 500 gram Sugar, 200 ml Water, 2 tbsp Milk, For Thandai, 450 ml Milk, 1 tbsp Fennel Seeds, 75 gram Melon seeds (char magaz), 10 nos Black Pepper Corn, 100 gram Almonds, 10 nos Green Cardamom, 75 gram Poppy Seeds, 100 gram Sugar, A pinch of Saffron, 75 ml Kahlua (coffee-flavored liqueur)",https://c.ndtvimg.com/2022-01/vu3d90gg_ghujia_625x300_17_January_22.jpg
Moongfali Til Laddoo Recipe,35 mins,15 mins,20 mins,2.0,Easy,"1/3 Cup White sesame seeds, 1/4 cup Peanuts, 1/4 cup Desiccated Coconut, 1/2 cup Jaggery, 3 tbsp Water, 1/4 cup Cardamom powder, Oil a bit for greasing",https://c.ndtvimg.com/2022-01/5sc8a2v_laddoo_625x300_14_January_22.jpg
Kesar Pista Phirni Recipe,2 hrs 45 mins,2 hrs,45 mins,4.0,Easy,"A few saffron threads, 10-12  pistachios (peeled and sliced), blanched, 1 litre skimmed milk, 3 tbsp coarsely ground rice, 3/4 tbsp green cardamom powder, 3 tbsp low-calorie sweetener",https://c.ndtvimg.com/2020-05/38bn7ia_phirni_625x300_11_May_20.jpg
Murgh Malai Tikka With Mint Chutney Recipe,1 hr 55 mins,1 hr 30 mins,25 mins,2.0,Medium,"150 gms chicken breast, 25 gms ginger and garlic paste, 10 gms chilli, 10 gms coriander, 100 ml cream, 10 gms mint, 5  Lemons, 1 tbsp chaat masala, 1 gms sugar, 1  Raw mango, 1 ml ghee, to taste salt, 10 ml oil, 25 gms bhel",https://c.ndtvimg.com/2020-05/728q1948_tikka_625x300_11_May_20.jpg
Besan Ke Laddoo Recipe,1 hr,45 mins,15 mins,2.0,Easy,"2 Cups gram flour (coarse), 6-8  Cashew nuts, 6-8  Almonds, 1/2 cup ghee, 1/2 tsp green cardamom powder, 1/3 cup low-calorie sweetener",https://c.ndtvimg.com/2019-09/fufi21u_besan-ladoo_625x300_11_September_19.jpg
Verde Rang Recipe,10 mins,05 mins,05 mins,2.0,Easy,"45 Ml tequila, 15 ml green chartreuse, 20 gms thandai mix, 1  egg white, 10 ml simple syrup, 5 ml coconut milk, Cinnamon stick with cranberries (for garnishing)",https://c.ndtvimg.com/2020-03/d40s58do_verde-rang_625x300_06_March_20.jpg
LIIT Thandai Recipe,10 mins,05 mins,05 mins,2.0,Easy,"30 Ml vodka, 30 ml white rum, 30 ml gin, 30 ml thandai syrup, 60 ml milk, 10 gms pista flakes, 100 gms ice, Pilsner glass, for garnishing pista flakes",https://c.ndtvimg.com/2020-02/5i7auj48_thandai_625x300_19_February_20.jpg
Seviyan Kheer Recipe,45 mins,10 mins,35 mins,2.0,Easy,"70 gms vermicelli, 25 gms pure ghee, 400 ml milk, 50 gms grain sugar, 5 gms green cardamom, 2 gms cloves, 20 gms whole almonds, 10 gms sultanas / kishmish, for garnishing fresh rose petals",https://c.ndtvimg.com/2019-03/8lk1qgl_seviyan_625x300_18_March_19.jpg
Thandai Rasmalai Recipe,1 hr 40 mins,10 mins,1 hr 30 mins,2.0,Medium,"For Thandai:, 1 cup milk, 1 1/2 litre water, 1 1/2 cups sugar, 1/2 tbsp saunf, 1/2 tsp cardamom powder, 1 tbsp almond, 1 tbsp pistachio, 1 tbsp watermelon seed (skinned), 1/2 tbsp poppy seeds, 1/2 tsp rose water, 1 tsp peppercorn whole, 1/4 cup dried or fresh rose petals, For Rasmalai:, 1 litre milk, 1 tsp refined flour, 2 cups grain sugar, 3-4 tbsp white vinegar (to curdle the milk), 6-7 cups water",https://c.ndtvimg.com/2019-03/9ho3vlu8_rasmalai_625x300_18_March_19.jpg
Badam Aur Gulkand Ki Kulfi Recipe,1 hr 05 mins,20 mins,45 mins,4.0,Medium,"200 gms almonds whole, 40 gms gulab ki patti, 1.5 litre full fat milk, 80 gms mawa (unsweetened), 70 gms sugar, Few strands of saffron",https://c.ndtvimg.com/2019-03/27knomug_kulfi_625x300_18_March_19.jpg
Almond and Rose Kheer Recipe,40 mins,10 mins,30 mins,2.0,Easy,"2 Litre full-fat milk, 120 gms rice, 40 gms grain sugar, 3-4 drops  rose water, 10 gms dried rose petals, 100 gms almonds, 25 gms almond slivers",https://c.ndtvimg.com/2019-03/lra6rp68_kheer_625x300_18_March_19.jpg
Almond & White Chocolate Gujiya Recipe,1 hr,15 mins,45 mins,2.0,Medium,"For dough:, 2 cups all-purpose flour, 1/4 cup clarified butter (ghee), 1/2 cup water, For filling:, 1 cup white chocolate, 1/4 cup dessicated coconut, A pinch of green cardamom powder, 1/2 cup almond, 1 tbsp jaggery",https://c.ndtvimg.com/2019-03/1a4rd23o_gujiya_625x300_18_March_19.jpg
Ruwangan Hachi Chaman Recipe,1 hr,15 mins,45 mins,2.0,Medium,"200 gms cottage cheese (deep fried), sliced, 75 gms tomatoes (boiled and sun dried), 1 cup onion, small, 1 tsp garlic, Whole spices:, 4-5  green cardamom, 2-3  black cardamom, 3-4 small cinnamon sticks, 5-6  bay leaves, 1 tsp turmeric, 1 tsp red mirch powder, 1 tsp saunf powder, 1 tsp dry ginger powder, 1 tsp coriander powder, As per taste  salt, 50 ml mustard oil, 1 tbsp desi ghee",https://c.ndtvimg.com/2019-02/v67ca8ro_paneer_625x300_19_February_19.jpg
Christmas Cookies Recipe,40 mins,10 mins,30 mins,4.0,Easy,"100 gms butter, 125 gms castor sugar, 1  eggs, 150 gms refined flour, 150 gms soaked fruit, 10 ml vanilla essence, 5 gms baking soda",https://c.ndtvimg.com/2018-12/71592ag8_cookies_625x300_24_December_18.jpg
Chocolate Appo Recipe,1 hr 30 mins,30 mins,1 hr,20.0,Medium,"3/4 Cup rice, 3 tbsp coconut, grated, 1 tsp baking powder, 1 tsp vanilla extract, 1/2 tsp cinnamon powder, 1/4 cup brown sugar, 1/4 cup unsweetened cocoa powder, A pinch of salt, 3 tbsp chocolate chips, 2-3 tbsp butter",https://c.ndtvimg.com/2018-11/62oco7f8_chocolate-appo_625x300_27_November_18.jpg
Red Rice Vermicelli Kheer Recipe,30 mins,10 mins,20 mins,2.0,Easy,"60 gms red rice vermicelli / broken sooji / semolina vermicelli, 1 1/2 tbsp butter, 1 tbsp almonds, chopped, 2 1/2 cup whole milk, 1/4 tsp cardamom powder, 8-10  saffron strands / thread, 3 tbsp sugar",https://c.ndtvimg.com/2018-11/8r6oc0s8_kheer_625x300_23_November_18.jpg
Dahi Anjeer Ke Kebab Recipe,30 mins,10 mins,20 mins,2.0,Easy,"100 gms anjeer, 250 gms hung curd, 400 gms paneer, 150 gms chana powder, roasted, 150 gms bread crumbs, 50 gram ginger, 25 gms green chilli, 50 gms green coriander, chopped, 200 gms ghee, 40 gms garam masala powder, 15 gms elaichi powder, 10 gms jeera powder, roasted, to taste salt",https://c.ndtvimg.com/2020-10/94t4jsto_kebab_625x300_27_October_20.jpg
Madata Khaja Recipe,45 mins,10 mins,35 mins,2.0,Easy,"300 gms maida, 15 gms baking powder, 45 ml ghee, 45 ml milk, as required   salt, as required   water, for deep frying  oil, 500 ml sugar syrup",https://c.ndtvimg.com/2018-11/umjekoug_madata-khaja_625x300_05_November_18.jpg
Baked Ragi Chakli Recipe,35 mins,10 mins,25 mins,2.0,Easy,"250 gms ragi flour, 150 gms besan flour, 5 gms ginger, 5 gms chili, 2 gms garlic paste, 5 gms salt, 20 ml oil",https://i.ndtvimg.com/i/2018-02/chakli-cooked-in-ghee-is-healthy_620x350_41517822421.jpg
Multi-layered Ghevar Recipe,55 mins,15 mins,40 mins,2.0,Medium,"1 3/4 Cup maida, 1 tbsp cornflour, 1/4 cup ghee (cooled), melted, For sugar syrup:, 1 cup sugar, 1/2 cup water, arrowroot",https://c.ndtvimg.com/2018-11/n30c4j78_ghevar_625x300_02_November_18.jpg
Almond and Raw Banana Galawat Recipe,30 mins,10 mins,20 mins,12.0,Medium,"80 gms almond slivers, peeled, 150 gms raw banana (boiled), 25 gms almond paste, 20 ml cooking cream, 15 ml refined oil, 2 gms mace powder, 2 gms cardamom powder, 20 gms ginger garlic paste, 5 gms garam masala powder, 3 gms red chilli powder, to taste salt, 50 gms tempura batter",https://c.ndtvimg.com/2018-10/1paiihgg_galawat_625x300_30_October_18.jpg
Grilled Almond Barfi (Sugar Free) Recipe,25 mins,10 mins,15 mins,4.0,Easy,"500 gms khoya, 40 gms sweetener (optional), 1 cup almonds (crushed), roasted",https://c.ndtvimg.com/2020-07/sj5h5e08_green-barfi_625x300_24_July_20.jpg
Chocolate Kaju Katli Recipe,50 mins,15 mins,35 mins,2.0,Medium,"2 1/4 Cups cashew nuts, 1 cup sugar, 100 ml water, 1 cup milk chocolate or dark chocolate",https://i.ndtvimg.com/i/2017-09/kaju-katli_650x400_41505994692.jpg
Kaju and Pista Roll Recipe,55 mins,15 mins,40 mins,2.0,Easy,"700 gms cashew nuts, 300 gms pista, 800 gms sugar substitute, 5 gms cardamom powder, to garnish  silver leaf",https://c.ndtvimg.com/2018-10/hkoprh4o_kaju-roll_625x300_29_October_18.jpg
Steamed Sandesh Recipe,55 mins,15 mins,40 mins,2.0,Easy,"7 Litre milk, 300  sugar, 10  green cardamom, 200  mixed dry fruits, 10  ghee, 200  vinegar",https://i.ndtvimg.com/i/2017-04/sandesh_620x330_81492152113.jpg
Anjeer Kaju Roll Recipe,50 mins,15 mins,35 mins,2.0,Medium,"1 Kg cashew nuts, 500 gms figs, 500 gms sugar, 100 gms pistachio, 10 gms green cardamom powder, 1/2 gms saffron, 25 gms honey, 100 gms beetroot juice",https://c.ndtvimg.com/2018-10/otkufk48_anjeer-kaju-roll_625x300_29_October_18.jpg
Chocolate Samosa Recipe,1 hr,15 mins,45 mins,2.0,Medium,"For dough:, 1 kg refined flour, 350 gms desi ghee, 10 gms black cardamom seeds, For filling:, 500 gms chocolate block, 250 gms almonds, roasted, 250 gms cashew nuts, roasted, 100 gms pistachio, roasted, 1 kg sugar, 2.5 gms garam masala powder, for frying  oil",https://c.ndtvimg.com/2018-10/imsjr6r8_chocolate-samosa_625x300_29_October_18.jpg
Valencia Fizz Recipe,10 mins,10 mins,2,,,"100 Ml Valencia orange juice, 75 ml Soda, 1  Lemon slices, 2 tbsp Lemon juice, As required  Sugar",https://c.ndtvimg.com/2018-10/udhsdno8_valencia-fizz_625x300_17_October_18.jpg
