Title,Total Cook Time,Prep Time,Cook Time,Recipe Servings,Difficulty,Ingredients,Image Link
Spicy Chicken Curry Recipe,40 mins,15 mins,25 mins,2,Medium,"2 Tbsp oil, 1 tsp ghee, 1 cup onion paste, 1 tbsp garlic paste, 1 tbsp ginger paste, 1/2 tsp turmeric powder, 1 tsp salt, 1 cup tomato puree, 2 tsp coriander powder, 1/2 tsp red chilli powder, 2 tsp cumin powder, 1 tsp garam Masala, 6  Chicken leg pieces, 1 cup coriander leaves, 1/2 cup water",https://i.ndtvimg.com/i/2017-12/chicken-curry_620x350_51512993556.jpg
Khus Khus Ka Halwa Recipe,40 mins,10 mins,30 mins,2,Easy,"1 Cup khuskhus, 1 tsp ghee, 1/2 cup makhane, 1/2 cup ghee, 1 cup sugar, 1/2 tsp cardamom powder, 1 cup milk, 7-8 nos almonds, chopped, 7-8 nos pistachios, chopped, 7-8 nos makhane",https://i.ndtvimg.com/i/2017-12/halwa-recipes_620x330_71512372191.jpg
Mutton Beliram Recipe,40 mins,15 mins,25 mins,2,Medium,"500 Gram Mutton, 4 tbsp Desi Ghee, 2 tbsp Coriander Seeds, 2 1/2 cup Curd, 2 nos Onion, sliced, 2 tsp Ginger, chopped, 2 tsp Garlic, chopped, 2 tsp Red Chilli Powder, 3-4 nos Cloves, 4-5 nos Green Cardamom, 4 nos Black Peppercorn, 1 sticks Cinnamon, to taste Salt, To garnish  Fresh Coriander",https://i.ndtvimg.com/i/2017-10/mutton-recipes_620x330_61508135398.jpg
Khas Khas Ka Halwa Recipe,40 mins,15 mins,25 mins,1,Medium,"For Khas Khas Halwa, 100 gram Poppy Seeds, 100 gram Sugar, 250 gram Milk, 70 gram Desi Ghee, 4  Green Cardamom, To Caramalize Almonds:, 100 gram Almonds, 35 ml Water, 40 gram Sugar, To Caramalize Pistachios:, 100 gram Pistachios, 35 ml Water, 40 gram Sugar",https://i.ndtvimg.com/i/2017-10/halwa-recipes_620x330_71508136622.jpg
Kachori Upside Down Recipe,40 mins,20 mins,20 mins,N/A,N/A,"For Kachori:, 2 cups All Purpose Flour, 1/2 tsp Salt, 1/4 cup Ghee, As required  Water, For Stuffing:, 1 cup Chickpeas, 1  Onion, 1  Tomato, 1 tsp Ginger, chopped, 4-5  Green Chillies, julienne, 2 tsp Cumin Powder, 2 tsp Coriander Powder, 2 tsp Fennel Powder, 2 tsp Mango Powder(dry), 1 tsp Red Chilli Powder, 3 tsp Garam Masala, 3-4 tbsp Oil, to taste Ginger, julienne, Few  Coriander Leaves, Sweet Curd, Dishkiyaaon Guacamole, Dishkiyaoon Salsa",https://i.ndtvimg.com/i/2017-10/diwali-snacks_650x330_71508135737.jpg
Aanarsa Recipe,55 mins,40 mins,15 mins,14,Medium,"2 Cups Rice, 2 cups Jaggey, grated, 2 tsp Ghee + For Deep Frying, 2 tbsp Milk, 2 tbsp Poppy Seeds",https://i.ndtvimg.com/i/2017-10/maharashtrian-dessert-recipe_650x400_81507807108.jpg
Assorted Rice Kheer Sushi Recipe,1 hr 35 mins,20 mins,1 hr 15 mins,8,Medium,"1 Cup Basmati Rice, soaked, 2 litre Milk, 1.5 cup Sugar, 2 tbsp Pistachio, 4 tbsp Almonds, chopped, 1 tsp Green Cardamoms(powdered), 1/2 tsp Saffron, 2 tbsp Rose Water, 2 tbsp Rose Petals (dried), 300 gram Dark Chocolate",https://i.ndtvimg.com/i/2017-10/sushi-desserts_620x330_71508135968.jpg
Saffron Cardamom Panacotta Recipe,2 hrs 35 mins,15 mins,2 hrs 20 mins,5,Medium,"450 Ml Fresh Cream, 450 ml Milk, 50 gram Sugar, 12 gram Gelatin Sheets, 6  sticks Saffron, 5 sticks Cardamom",https://i.ndtvimg.com/i/2017-10/panna-cotta-desserts_620x330_51508136344.jpg
Jalebi With Fennel Yogurt Pudding Recipe,45 mins,15 mins,30 mins,2,Medium,"For Jumbo Jalebi:, 1 cup All purpose Flour, 1/2 cup Yogurt, To deep fry  Oil, For Green Cardamom Syrup:, 2 cups Sugar, 2 cups Water, A pinch of Saffron, 6  Green Cardamom, For Yogurt Pudding:, 1-2 cups Yogurt (strained), 2 tbsp Milk (warm), 1/2 cup Sugar, A pinch of Nutmeg, A pinch of Cardamom Powder",https://i.ndtvimg.com/i/2017-10/jalebi-recipes_620x350_81508137633.jpg
Sabudana Papad With Hyderabadi Double Meetha Recipe,50 mins,15 mins,35 mins,2,Medium,"15  Bread Sices, 4 cups Milk (Boiled and cooled), 2 cups Water, 1/2 tbsp Cardamom Powder, 20 gram Cashew Nuts, finely chopped, 20 gram Raisins, As required  Saffron strands, soaked, For frying  Ghee + Oil, Sabudana Papad, 50 ml Jaggery Syrup, 1/2 cup Sugar",https://i.ndtvimg.com/i/2017-10/hyderabadi-desserts_620x330_71508136753.jpg
Zaffrani Rabri Crme Anglasise With Lauki Ke Lacche Recipe,40 mins,15 mins,25 mins,2,Medium,"For the Crème Anglaise:, 150 ml Milk, 50 ml Rabri, 1  Vanilla Pod(split, seeds scraped), 4  Egg Yolks (free-range), 40 gram Castor Sugar, 0.5 gram Saffron, For Lauki ka Lacche:, 200 gram Bottle Gourd (noodle length), grated, 100 gram Sugar, 10 ml Rose Water, 20 gram Nuts, chopped, 75 ml Water",https://i.ndtvimg.com/i/2017-10/lauki-rabri-recipe_620x350_41508138383.jpg
Jaggery Jamun Recipe,45 mins,20 mins,25 mins,2,Medium,"500 Gram Khoya, 175 gram Maida, 1/2 tsp Cooking Soda, 5 gram Cardamom Powder, 2 1/2 kg Jaggery, 1 1/2 litre Water",https://i.ndtvimg.com/i/2017-10/jaggery-jamun-recipe_620x330_61508137754.jpg
Haleem Recipe,2 hrs 35 mins,1 hr 10 mins,1 hr 25 mins,4,Difficult,"1/2 tsp lamb (boneless), 150 gms moong dal (washed), 50 gms dal chana, 100 gms wheat (broken), 500 ml desi ghee, 10  Cloves, 4  Bay leaves, 1 gms saffron, 30 gms green chilly paste, 10 gms turmeric powder, 6 gms mace, 10 gms green cardamom, 50 gms garlic paste, 50 gms ginger, grated, 150 gms onion, fried, 3-4 litre lamb stock, to taste salt",https://www.ndtv.com/cooks/images/Haleem%282%29.jpg
Matka Malai Kulfi Recipe,1 hr 10 mins,10 mins,1 hr,6,Medium,"2 Cups Milk, 1 cup Cream, 1 cup Condensed milk, 1/2 tsp Cardamom seeds (crushed), 1/4 cup Dry fruit mix, 10-15 strands  Saffron (soaked in 1 Tbsp of warm milk for 15 minutes)",https://c.ndtvimg.com/51nm9omg_matka-malai-kulfi_625x300_27_August_18.jpg
Nalli Nihari Recipe,1 hr 15 mins,15 mins,1 hr,4,Medium,"1 cup baby lamb with bones, 1 tsp mace, 1 bay leaf, 2 pods green cardamom, 1 tsp cloves, 1 pod black cardamom, 2 tsp fresh garlic, 1 tsp fresh ginger, 1 tsp garam masala, 1 Tbsp coriander powder, 1 tsp yellow chilli powder, 1 tsp turmeric powder, 1 tsp cumin powder, 1 Tbsp fried onions, 1/2 cup curd, Salt to taste, 1 Tbsp ghee, 1 cup lamb stock, 1 tsp gram Flour (besan), Kewda water, 1 tsp screw pine essence",https://i.ndtvimg.com/i/2017-06/nihari_650x400_81498470650.jpg
Spicy Creamy Kadai Chicken Recipe,50 mins,05 mins,45 mins,4,Medium,"For the marinade:, 1 kg chicken, 1 tbsp ginger-garlic paste, 1/2 tsp pepper powder, 1 tbsp lime juice, 1 tbsp oil, to taste salt, For the paste:, 2 medium tomatoes, 2  Green chillies, 1 tbsp ginger-garlic paste, 1 tsp chilli powder, 3  Black cardamoms, 3  Cloves, 1 cup water, For sauteing:, 2 large onion, sliced, 1/2 tsp ginger, finely chopped, 3  Green chillies, 2 tsp chilli powder, 1 tsp turmeric powder, 3/4 tsp garam masala, 1/2 tsp kasturi methi, 1 cup cream",https://c.ndtvimg.com/2021-07/3q2kd9h_chicken-curry_625x300_08_July_21.jpg
Khade Masale Ki Chaap Recipe,55 mins 10 seconds,10 mins 10 seconds,45 mins,2,Easy,"6 mutton chops - approximately 500 gm, For the marinade:, 3/4 tsp salt, 1 medium onion, 6 garlic cloves, 2.5 cm ginger piece, 2 tsp coriander powder, 1/2 tsp red chilli powder, 1 tsp garam masala, 1/2 cup yogurt, For cooking:, 4 Tbsp oil, 8 cloves, 10-12 black peppercorns, 2.5 cm cinnamon piece, 1 piece mace, Pinch of saffron diluted in water",https://www.ndtv.com/cooks/images/khare-masale-ki-chap-niru_med.jpg
चिकन कीमा कचौरी रेसिपी (Chicken Keema Kachori   Recipe),35 मिनट,20 मिनट,15 मिनट,2,आसान,"1.5 कप मैदा, 1 टी स्पून नमक, 1 टी स्पून अजवायन, 2 टेबल स्पून घी, 250 ग्राम चिकन कीमा, 1  प्याज , टुकड़ों में कटा हुआ, 1 टी स्पून अदरक-लहसुन पेस्ट, 1 टी स्पून लाल मिर्च पाउडर, 1 टी स्पून धनिया पाउडर, 1 टी स्पून हल्दी पाउडर, स्वादानुसार नमक",https://c.ndtvimg.com/2022-09/ar6otsdg_chicken-keema-kachori_625x300_23_September_22.jpg
मलाई टिक्का पुलाव रेसिपी (Malai tikka pulao   Recipe),1 घंटा,30 मिनट,30 मिनट,3,मीडियम,"500 gms बोनलेस चिकन, 750 ग्राम बासमती चावल 30 मिनट भीगा हुआ, 250 ग्राम दही, 1/4 कप फ्रेश क्रीम, 2 टी स्पून कालीमिर्च, 2 टी स्पून हरी मिर्च का पेस्ट, 2 टी स्पून अदरक लहसुन का पेस्ट, स्वादानुसार नमक, 2 टी स्पून गरम मसाला, 1 टी स्पून धनिया पाउडर, 1 टी स्पून जीरा पाउडर, 10-15  कालीमिर्च के दाने, 4  छोटी इलाइची, 5  लौंग, 2  बड़ी इलाइची, 2  तेजपत्ता, 1  जावित्री, 1  स्टार एनीस, 4-5  हरी मिर्च लम्बाई में कटी हुई, 2  प्याज , कटा हुआ, 1  टमाटर , टुकड़ों में कटा हुआ, तेल जरूरत के मुताबिक, 2 टेबल स्पून हरा धनिया, बारीक कटा हुआ, 2 टेबल स्पून पुदीने के पत्ते",https://c.ndtvimg.com/2022-04/85elerbg_biryani_625x300_12_April_22.jpg
खोया कुल्फी रेसिपी (Khoya kulfi   Recipe),8 घंटे 20 मिनट,20 मिनट,8 घंटे,4,आसान,"1 लीटर दूध, 1 कप खोया, 1/2 कप चीनी, 1 टी स्पून इलाइची पाउडर, 2 टेबल स्पून बादाम और पिस्ता, टुकड़ों में कटा हुआ",https://c.ndtvimg.com/2022-03/bt1hei5o_kulfi_625x300_14_March_22.jpg
दही चना चाट रेसिपी (Dahi Chana Chaat   Recipe),25 मिनट,10 मिनट,15 मिनट,2,आसान,"1 कप छोले उबले हुए, 1 बड़ा आलू उबला हुआ क्यूब्स में कटा हुआ, 1 बड़ा प्याज, बारीक कटा हुआ, 1  टमाटर, बारीक कटा हुआ, 1  हरी मिर्च, बारीक कटा हुआ, 2 टेबल स्पून हरा धनिया, बारीक कटा हुआ, 2 कप दही, 1 टी स्पून चिली फलेक्स, 1 टी स्पून भुना जीरा, स्वादानुसार काला नमक, स्वादानुसार नमक, 1 टी स्पून चाट मसाला, 1/2 टी स्पून धनिया पाउडर, 2 टेबल स्पून हरी चटनी, 3 टेबल स्पून इमली की चटनी, 4-5  पापड़ी",https://c.ndtvimg.com/2022-04/5ts46o0g_dahi-chana-chaat_625x300_22_April_22.jpg
शाही टुकड़ा विद रबड़ी रेसिपी (Shahi Tukda with Rabri   Recipe),25 मिनट,25 मिनट,4,N/A,N/A,"ब्रेड के 5 स्लाइस, तलने के लिए  घी, सिरप के लिए:, 100 ग्राम चीनी, 50 ml (मिली.) पानी, 2 बूंदें  गुलाब एसेंस, 100 ग्राम मोटी रबड़ी (दूध कम), 1 शीट   चांदी का पत्ता, काजू / पिस्ता गार्निश के लिए",https://c.ndtvimg.com/2021-05/j70gni48_shahi-tukda_625x300_12_May_21.jpg
मुर्ग काली मिर्च का टिक्का रेसिपी (Murgh Kali Mirch Ka Tikka  Recipe),1 घंटा 50 मिनट,1 घंटा 15 मिनट,35 मिनट,10,मीडियम,"मैरिनेट करने के लिए, 2 kg चिकन टिक्का, 150 gms गाढ़ा दही, 15 gms लाल मिर्च पाउडर, 15 gms काली मिर्च साबुत, 150 gms प्रोसेस्ड चीज़, 25 gms हरी इलायची पाउडर, 50 gms कॉर्नफ्लोर, 50 gms कबाब मसाला, 100 ml (मिली.) क्रीम, स्वादानुसार नमक, चटनी के लिए:, 100 ml (मिली.) क्रीम, 50 gms धनिया, टुकड़ों में कटा हुआ, 25 gms हरी मिर्च, टुकड़ों में कटा हुआ, for garnishing सिल्वर लीफ",https://c.ndtvimg.com/2020-05/ffmiuhg_chicken-tikka_625x300_13_May_20.jpg
केसर पिस्ता फिरनी रेसिपी (Kesar Pista Phirni  Recipe),2 घंटे 45 मिनट,2 घंटे,45 मिनट,4,आसान,"केसर, 10-12  पिस्ता (छिला और कटा हुआ), हल्का उबला, 1 लीटर स्किम्ड दूध, 3 टेबल स्पून मोटे चावल, 3/4 टेबल स्पून हरी इलायची पाउडर, 3 टेबल स्पून लो-कैलोरी स्वीटनर",https://c.ndtvimg.com/2020-05/38bn7ia_phirni_625x300_11_May_20.jpg
खोया खुरचन पराठा रेसिपी (Khoya Khurchan Paratha  Recipe),1 घंटा 25 मिनट,1 घंटा 15 मिनट,10 मिनट,2,आसान,"200 gms खोया, 1/4 ग्राम केसर, 5 ml (मिली.) केवड़ा पानी, 50 gms दानेदार चीनी, 10 gms इलायची पाउडर, 400 gms गेहूं का आटा, 3 टेबल स्पून घी, एक चुटकी नमक, पानी",https://c.ndtvimg.com/2020-05/pea3li6_paratha_625x300_08_May_20.jpg
ब्लैक करंट शीर कुर्मा रेसिपी (Blackcurrant sheer khorma   Recipe),40 मिनट,10 मिनट,30 मिनट,2,आसान,"2 टेबल स्पून मक्खन, 1/4 कप सेवियां, 1/2 कप चीनी, 3 कप दूध, 2 टेबल स्पून किशमिश, 2 टेबल स्पून खजूर, 1 टेबल स्पून चिरौंजी, 1/2 टी स्पून इलाइची पाउडर, 2 टेबल स्पून गुलाब जल, 1/4 कप ब्लैक करंट, एक चुटकी इलाइची पाउडर",https://c.ndtvimg.com/2019-07/341d1uno_drink_625x300_22_July_19.jpg
रशियन कटलेट्स रेसिपी (Russian cutlets   Recipe),1 घंटा,15 मिनट,45 मिनट,2,आसान,"500 gms बोनलेस चिकन, 2  आलू (उबले हुए), 1  गाजर, कद्दूकस, 1  प्याज, 1 टेबल स्पून लहसुन, 1 टेबल स्पून अदरक, 1  शिमला मिर्च, टुकड़ों में कटा हुआ, 12-14  हरी मिर्च, मैदा, 1 टी स्पून काली मिर्च (क्रशड), 1 कप चीज, कद्दूकस, 1/2 कप हरा धनिया, टुकड़ों में कटा हुआ, 1/2 कप पालक, टुकड़ों में कटा हुआ, 1/2 कप दिल लीव्ज़, टुकड़ों में कटा हुआ, 1/2 कप हरी प्याज, टुकड़ों में कटा हुआ, डीप फ्राई, 2 कप तिल, 2  अंडे, 2 कप वर्मिसेली, (तलने के लिए)  तेल",https://c.ndtvimg.com/2019-05/n41qqd98_cutlets_625x300_31_May_19.jpg
किमामी सेवइयां रेसिपी (Kimami sewaiyan   Recipe),50 मिनट,10 मिनट,40 मिनट,2,आसान,"1 कप सेवइयां, 1 कप खोया, 1 कप चीनी, 1 कप दूध, 1-1/2  पानी, (जरूरत के मुताबिक)  घी, 1 टी स्पून इलाइची पाउडर, 1 कप मखाना, टुकड़ों में कटा हुआ, 1/4 कप बादाम (गार्निशिंग), 1 टेबल स्पून काजू (गार्निशिंग), 1 टेबल स्पून किशमिश (गार्निशिंग), 2 टेबल स्पून नारियल",https://c.ndtvimg.com/2019-05/m4eoljt8_sewaiyan_625x300_14_May_19.jpg
शीरमाल रेसिपी (Sheermal   Recipe),5 घंटे 05 मिनट,4 घंटे 30 मिनट,35 मिनट,6,मीडियम,"3 कप मैदा, 1 कप दूध, 2 टेबल स्पून दूध (एक्ट्रा), 1 टी स्पून चीनी, 3/4 कप घी, स्वादानुसार नमक, (कुछ रेशे)  केसर",https://c.ndtvimg.com/2019-01/gpbl1jg4_seermaal_625x300_02_January_19.jpg
रेड राइस वर्मिसेली खीर रेसिपी (Red rice vermicelli kheer   Recipe),30 मिनट,10 मिनट,20 मिनट,2,आसान,"60 ग्राम रेड राइस वर्मिसेली/ ब्रोकन सूजी/ सूजी वर्मिसेली, 1 टेबल स्पून मक्खन, 1 टेबल स्पून बादाम, टुकड़ों में कटा हुआ, 2 1/2 कप पूरा दूध, 1/4 टी स्पून इलाइची पाउडर, 8-10  केसर थ्रेड  चीनी, 3 टेबल स्पून चीनी",https://c.ndtvimg.com/2018-11/j0kc6q6o_pav-bhaji_625x300_26_November_18.jpg
चिकन शामी कबाब रेसिपी (Chicken shami kebab   Recipe),1 घंटा 10 मिनट,12 घंटे 50 मिनट,12 घंटे 20 मिनट,4,आसान,"1 कप चना दाल, 2 टी स्पून तेल, 1 टी स्पून जीरा, 7-8  लौंग, 7-8  काली मिर्च, 2  दालचीनी, 2 टी स्पून साबुत धनिया, 1 टी स्पून अजवाइन, 3  साबुत लाल मिर्च, 1/2 टी स्पून चिली फलेक्स, 500 ग्राम बोनलेस चिकन, 1 टी स्पून नमक, 1 कप पानी, 1 टी स्पून अदरक, बारीक कटा हुआ, 2  हरी मिर्च, 2 टी स्पून लहसुन, बारीक कटा हुआ, 1/2 कप हरा धनिया, टुकड़ों में कटा हुआ, 1/2 कप पुदीने के पत्ते, टुकड़ों में कटा हुआ, 2  अंडे",https://c.ndtvimg.com/2018-11/fvb51n38_chicken_625x300_05_November_18.jpg
सीख कबाब रेसिपी (Seekh kebabs   Recipe),1 घंटा,12 घंटे 45 मिनट,12 घंटे 15 मिनट,6,आसान,"F- 205 C  ओवन टेम्परेचर, 2 कप मटन कीमा, मैरीनेशन के लिए:, 1 टेबल स्पून सिरका, 2 टेबल स्पून मेथी के पत्ते, टुकड़ों में कटा हुआ, 1/2 टेबल स्पून लहसुन पेस्ट, 1/2 टेबल स्पून अदरक पेस्ट, 1 1/2 टेबल स्पून नमक, 1/4  टेबल स्पून कालीमिर्च, 1/4 टेबल स्पून गरम मसाला, 2 टेबल स्पून हरा धनिया, टुकड़ों में कटा हुआ, 1 टेबल स्पून हरी मिर्च, बारीक कटा हुआ, स्क्यूयर में कबाब लगाने के लिए:, ब्रशिंग के लिए  तेल, चाट मसाला, नींबू के टुकड़े",https://c.ndtvimg.com/2018-11/kl2ksnq8_kebab_625x300_05_November_18.jpg
